id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,;;
"421,""SKWAD Fitness"",""Yesss lanjutin ya kak"",""Ugxk_AB1l7KAGSwjURR4AaABAg.9JhvJ8n_-yH9LVi-EAlp3x"",""Connita Ummulia"",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugxk_AB1l7KAGSwjURR4AaABAg.9JhvJ8n_-yH9LVi-EAlp3x"",""2021-03-30 03:26:48"",0,""Yesss lanjutin ya kak"",""http://www.youtube.com/channel/UCwjRtYeHwmzKBPoIMax7StQ"",";;
"422,""Amanda Manopo"",""Go girl...."",""UgyCUxXTg8TD2scf1Et4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyCUxXTg8TD2scf1Et4AaABAg"",""2021-02-10 13:13:24"",0,""Go girl...."",""http://www.youtube.com/channel/UCfrAB_VjSyN7mLiTunw2cEQ"",";;
"423,""Ridha Mada Shabrina"",""memotivasi bgt ka Vindhy.. makasih yaa! :D :)"",""UgwnhWenzSPUcqsATOV4AaABAg"","""",2,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwnhWenzSPUcqsATOV4AaABAg"",""2021-02-08 23:53:34"",0,""memotivasi bgt ka Vindhy.. makasih yaa! :D :)"",""http://www.youtube.com/channel/UCWJHrMfMS1hsQ5ylkGHycbQ"",";;
"424,""wati 82"",""Alhamdulillah q mulai diet pada berat badan 60 Dan sekarang kurang lebih 3 minggu dah di 57 target pertama 55kg Dan setelaah nya mau target ke bb ideal 48 .. bismillah hayooo semua yg diet semangat 💪😊"",""Ugya91FWLZGwwafUiFR4AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugya91FWLZGwwafUiFR4AaABAg"",""2021-02-05 18:39:14"",4,""Alhamdulillah q mulai diet pada berat badan 60 Dan sekarang kurang lebih 3 minggu dah di 57 target pertama 55kg Dan setelaah nya mau target ke bb ideal 48 .. bismillah hayooo semua yg diet semangat 💪😊"",""http://www.youtube.com/channel/UC2w41u6Y7fzFR53fLAtphBw"",";;
"425,""wati 82"",""@Nabihan Ahnaf dari tgl 21 January sampai Hari ini kurang lebih 2 bulan"",""Ugya91FWLZGwwafUiFR4AaABAg.9JOz9Fk4Lum9LB566D6-70"",""wati 82"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugya91FWLZGwwafUiFR4AaABAg.9JOz9Fk4Lum9LB566D6-70"",""2021-03-22 03:13:24"",0,""@Nabihan Ahnaf dari tgl 21 January sampai Hari ini kurang lebih 2 bulan"",""http://www.youtube.com/channel/UC2w41u6Y7fzFR53fLAtphBw"",";;
"426,""Nabihan Ahnaf"",""@wati 82 wah keren...udh brp lama itu dietnya sampe skrg jd 53?"",""Ugya91FWLZGwwafUiFR4AaABAg.9JOz9Fk4Lum9L4fNsTWUsa"",""wati 82"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugya91FWLZGwwafUiFR4AaABAg.9JOz9Fk4Lum9L4fNsTWUsa"",""2021-03-19 15:24:26"",0,""@wati 82 wah keren...udh brp lama itu dietnya sampe skrg jd 53?"",""http://www.youtube.com/channel/UCz06xwvwc8xQINBLzPiyCjg"",";;
"427,""wati 82"",""@Nabihan Ahnaf awalnya q cuma makan sayur rebus ma sambal tanpa perasa baik garam ataupun gula terus salad buah ma banyak minum air putih tapi buat sarapan tetap makan roti tanpa selai 1 lembar ma kopi susu tanpa gula , sekarang q udah muali makan nasi merah tapi sikit paling 1 atau 2 sendok makan sekarang bb q dah di 53..Dan q olah raga macam2 tapi tiap malam Dan pagi dari zumba , angkat burbbel dumbbell , lari2 ma tabata ..itu tiap Hari malam Dan pagi ..."",""Ugya91FWLZGwwafUiFR4AaABAg.9JOz9Fk4Lum9L3qDaUIwqu"",""wati 82"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugya91FWLZGwwafUiFR4AaABAg.9JOz9Fk4Lum9L3qDaUIwqu"",""2021-03-19 07:39:55"",0,""@Nabihan Ahnaf awalnya q cuma makan sayur rebus ma sambal tanpa perasa baik garam ataupun gula terus salad buah ma banyak minum air putih tapi buat sarapan tetap makan roti tanpa selai 1 lembar ma kopi susu tanpa gula , sekarang q udah muali makan nasi merah tapi sikit paling 1 atau 2 sendok makan sekarang bb q dah di 53..Dan q olah raga macam2 tapi tiap malam Dan pagi dari zumba , angkat burbbel dumbbell , lari2 ma tabata ..itu tiap Hari malam Dan pagi ..."",""http://www.youtube.com/channel/UC2w41u6Y7fzFR53fLAtphBw"",";;
"428,""Nabihan Ahnaf"",""Makan makanan apa aja kak? Dan olahraga nya apa?"",""Ugya91FWLZGwwafUiFR4AaABAg.9JOz9Fk4Lum9L3kUct2Fwg"",""wati 82"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugya91FWLZGwwafUiFR4AaABAg.9JOz9Fk4Lum9L3kUct2Fwg"",""2021-03-19 06:49:49"",0,""Makan makanan apa aja kak? Dan olahraga nya apa?"",""http://www.youtube.com/channel/UCz06xwvwc8xQINBLzPiyCjg"",";;
"429,""Rizal Rifai"",""Skwad wawancara saya dong kalo nanti kurus hahahah"",""Ugwm3IPu2O-VLCxvVsh4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugwm3IPu2O-VLCxvVsh4AaABAg"",""2021-02-05 02:11:06"",0,""Skwad wawancara saya dong kalo nanti kurus hahahah"",""http://www.youtube.com/channel/UCHIy5fMpxTSpmjjFzSceqSg"",";;
"430,""Malindaff"",""Kak vindi mau tanya , menurut kak vindi untuk olahraga lebih baik dipagi atau sore hari yg bagus buat diet"",""UgzUsyFLTyAqeUdp5uV4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzUsyFLTyAqeUdp5uV4AaABAg"",""2021-02-03 20:29:05"",2,""Kak vindi mau tanya , menurut kak vindi untuk olahraga lebih baik dipagi atau sore hari yg bagus buat diet"",""http://www.youtube.com/channel/UCi3-sFNnxvugGzSz2HV2Y8g"",";;
"431,""Hello_Haechan💚"",""@RISKA DIAH PUTRI yaa semangat 🔥🔥🔥"",""UgzUsyFLTyAqeUdp5uV4AaABAg.9JK17yKA86w9W9Y6e8yWob"",""Malindaff"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzUsyFLTyAqeUdp5uV4AaABAg.9JK17yKA86w9W9Y6e8yWob"",""2021-12-19 21:33:44"",0,""@RISKA DIAH PUTRI yaa semangat 🔥🔥🔥"",""http://www.youtube.com/channel/UCDKQBDbDjU1dI2cb-7TuFOA"",";;
"432,""RISKA DIAH PUTRI"",""Bagus semua kak, asalkan konsisten"",""UgzUsyFLTyAqeUdp5uV4AaABAg.9JK17yKA86w9K7ddSctzot"",""Malindaff"",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzUsyFLTyAqeUdp5uV4AaABAg.9JK17yKA86w9K7ddSctzot"",""2021-02-23 21:35:34"",0,""Bagus semua kak, asalkan konsisten"",""http://www.youtube.com/channel/UCXDSHnoLxulj17YeT7MQ29A"",";;
"433,""najah yusof"",""Bismillah , Assalamualaikum , salam Dari Malaysia , aku suka banget nonton vid kamu😍❤"",""UgwtR_XriSGsyOADcBR4AaABAg"","""",6,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwtR_XriSGsyOADcBR4AaABAg"",""2021-02-03 04:21:23"",0,""Bismillah , Assalamualaikum , salam Dari Malaysia , aku suka banget nonton vid kamu😍❤"",""http://www.youtube.com/channel/UC21ySQdMp21kP4zaDtT_boA"",";;
"434,""Moo"",""Aku lg pelan2 ngrubah pola makan biar lebih sehat lagi. 10 harian berkurang 2 kg. Mash bisa makan enak. Menu2 makan aku liat di channel nya mak Lin Official."",""Ugzz75shWqaZ0vrSi6x4AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugzz75shWqaZ0vrSi6x4AaABAg"",""2021-02-02 04:14:01"",0,""Aku lg pelan2 ngrubah pola makan biar lebih sehat lagi. 10 harian berkurang 2 kg. Mash bisa makan enak. Menu2 makan aku liat di channel nya mak Lin Official."",""http://www.youtube.com/channel/UCiKhXGqcKNQmxTpsF6m2MAA"",";;
"435,""Yenny Yeyen Yenny"",""Bb ku 70 biasanya aku diet puasa tp mmg kurus,menjadi 58 tp aku kena penyakit maag dan lambung.skrg aku msh menyembuhkan skt lambungku tp bdnku mmg turun drastis.skrg aku ttp mkn nasi jg tetap mengatur pola makanan,smgt pejuang diet!!"",""UgwfEQFMvA12grMExr14AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwfEQFMvA12grMExr14AaABAg"",""2021-01-27 21:02:02"",1,""Bb ku 70 biasanya aku diet puasa tp mmg kurus,menjadi 58 tp aku kena penyakit maag dan lambung.skrg aku msh menyembuhkan skt lambungku tp bdnku mmg turun drastis.skrg aku ttp mkn nasi jg tetap mengatur pola makanan,smgt pejuang diet!!"",""http://www.youtube.com/channel/UCVdCCWyF1il4gu9CxRnBziQ"",";;
"436,""Ismail Mohamed"",""Aq turun 19 kilo hanye 2 bulan...sarapan kopi tanpe Gule.. malam sebelum tidur minum air rebusan..limau nipis"",""UgwfEQFMvA12grMExr14AaABAg.9J23LCTFaVY9J6B-7hhANa"",""Yenny Yeyen Yenny"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwfEQFMvA12grMExr14AaABAg.9J23LCTFaVY9J6B-7hhANa"",""2021-01-29 11:25:53"",0,""Aq turun 19 kilo hanye 2 bulan...sarapan kopi tanpe Gule.. malam sebelum tidur minum air rebusan..limau nipis"",""http://www.youtube.com/channel/UCwdeSPFOUawl7hiqLedYPWQ"",";;
"437,""mami widury"",""awwl sy diet g oernh berhasil ....ehhh swamiku selingkuh dn si plakor it ngomong aku gembroot dll maki2 aku dr situ aku semangat olga dn diet tdinya 85 kilo skrg 70 dlm wkt 1 bln bulan januari 2021...."",""Ugyv90t2QOmHAogoPX54AaABAg"","""",7,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugyv90t2QOmHAogoPX54AaABAg"",""2021-01-27 20:47:06"",1,""awwl sy diet g oernh berhasil ....ehhh swamiku selingkuh dn si plakor it ngomong aku gembroot dll maki2 aku dr situ aku semangat olga dn diet tdinya 85 kilo skrg 70 dlm wkt 1 bln bulan januari 2021...."",""http://www.youtube.com/channel/UCvqxS6k6lzabJ_1DY7AH8Xw"",";;
"438,""faradiba insania"",""Mbaaa semangat ya...otw glowup semoga makinn cantik...😇"",""Ugyv90t2QOmHAogoPX54AaABAg.9J21cqP0gqd9PgyHGtTgmV"",""mami widury"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugyv90t2QOmHAogoPX54AaABAg.9J21cqP0gqd9PgyHGtTgmV"",""2021-07-12 07:45:32"",0,""Mbaaa semangat ya...otw glowup semoga makinn cantik...😇"",""http://www.youtube.com/channel/UCDH8RGlFzufLbuD7ZzhKKVw"",";;
"439,""Yesra Yesra"",""Banyakngecaprak lu orang nungguincaprakkurangi .exzennya"",""UgxmJxNqDQmhByMahJR4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxmJxNqDQmhByMahJR4AaABAg"",""2021-01-27 05:01:46"",0,""Banyakngecaprak lu orang nungguincaprakkurangi .exzennya"",""http://www.youtube.com/channel/UCEtHFWtYkOapniyVV_33FhA"",";;
"440,""Najla Nia"",""Ini yg di tiktok itu kan?"",""UgwHIOjyDT669nyYb_p4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwHIOjyDT669nyYb_p4AaABAg"",""2021-01-26 22:33:29"",0,""Ini yg di tiktok itu kan?"",""http://www.youtube.com/channel/UCqMtXuFJYK-lYOgsqeLKPtQ"",";;
"441,""Bu Finta"",""Makasih mbaak.. Aku jadi termotivasi untuk mengembalikan tubuh seperti sebelum melahirkan.. Sekarang habis lahiran BB 58kg 😭 2021 kembali ke 45kg 💪💪"",""Ugw3KEFtvMf_EOvMi094AaABAg"","""",3,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugw3KEFtvMf_EOvMi094AaABAg"",""2021-01-25 23:22:39"",1,""Makasih mbaak.. Aku jadi termotivasi untuk mengembalikan tubuh seperti sebelum melahirkan.. Sekarang habis lahiran BB 58kg 😭 2021 kembali ke 45kg 💪💪"",""http://www.youtube.com/channel/UCmnqJykAQn9-mX4npQQxwAg"",";;
"442,""ahmad mujahid"",""Tipsnya apa"",""Ugw3KEFtvMf_EOvMi094AaABAg.9Iy9qQiDWUi9ZWc0AoRXg2"",""Bu Finta"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugw3KEFtvMf_EOvMi094AaABAg.9Iy9qQiDWUi9ZWc0AoRXg2"",""2022-03-13 11:13:15"",0,""Tipsnya apa"",""http://www.youtube.com/channel/UCm9yHEcPNCZhofEvEB4H6mw"",";;
"443,""Priscilla Selly Anggraini"",""berat badanku 70kg target mau 50kg semogaa bisaaa aminn😭🙏🏻"",""UgzVws0QepHKu9morD94AaABAg"","""",2,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzVws0QepHKu9morD94AaABAg"",""2021-01-25 13:46:40"",3,""berat badanku 70kg target mau 50kg semogaa bisaaa aminn😭🙏🏻"",""http://www.youtube.com/channel/UCFZLPzPItQKj-V43yQX0Ztg"",";;
"444,""Alinda Sari"",""Amin .. Bbq 64 targt pengn 55kg"",""UgzVws0QepHKu9morD94AaABAg.9Ix7vhmswZ39LXkEvGxvS6"",""Priscilla Selly Anggraini"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzVws0QepHKu9morD94AaABAg.9Ix7vhmswZ39LXkEvGxvS6"",""2021-03-30 22:24:53"",0,""Amin .. Bbq 64 targt pengn 55kg"",""http://www.youtube.com/channel/UCoyr3ieuf-IodPAjs9A7BRw"",";;
"445,""ghendis syahiba saufa real"",""Ak juga 70 ini lg diet mkan2 yg rebus2"",""UgzVws0QepHKu9morD94AaABAg.9Ix7vhmswZ39J-aCym4jyP"",""Priscilla Selly Anggraini"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzVws0QepHKu9morD94AaABAg.9Ix7vhmswZ39J-aCym4jyP"",""2021-01-26 22:00:17"",0,""Ak juga 70 ini lg diet mkan2 yg rebus2"",""http://www.youtube.com/channel/UCz9bBzqnFmxhaIh4MO6pTzQ"",";;
"446,""echaa"",""AMIIINNN 😭😭"",""UgzVws0QepHKu9morD94AaABAg.9Ix7vhmswZ39J-ZTWYnc7Z"",""Priscilla Selly Anggraini"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzVws0QepHKu9morD94AaABAg.9Ix7vhmswZ39J-ZTWYnc7Z"",""2021-01-26 21:45:04"",0,""AMIIINNN 😭😭"",""http://www.youtube.com/channel/UCpILFtEqSWwSpMG8n0cIaWg"",";;
"447,""lalaaa"",""Menit keep 4.29 bener2 jadi Alesan knapa kadang gak konsisten sma diet sii"",""UgwbaxtfJSKSGksH8h94AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwbaxtfJSKSGksH8h94AaABAg"",""2021-01-25 02:56:14"",0,""Menit keep 4.29 bener2 jadi Alesan knapa kadang gak konsisten sma diet sii"",""http://www.youtube.com/channel/UCxXypwKYFS18uo9vBVwpRLA"",";;
"448,""Ervian Wilujeng"",""Aku skr ganti intermittent fasting soalnya kl defkal salah hitung kayaknya dan capek nimbangin makanan mulu tiap mau makan😁😁 Skr yg penting hindari tepung2an, manis2, gorengan. Perbanyak protein dan lemak sehat. Alhamdulillah dari lingkar pinggan 83 cm skr jd 71 cm. Skr fokus bikin badan berotot💪💪"",""UgxZjOzQqebrlixUDsJ4AaABAg"","""",15,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxZjOzQqebrlixUDsJ4AaABAg"",""2021-01-25 02:05:37"",2,""Aku skr ganti intermittent fasting soalnya kl defkal salah hitung kayaknya dan capek nimbangin makanan mulu tiap mau makan😁😁 Skr yg penting hindari tepung2an, manis2, gorengan. Perbanyak protein dan lemak sehat. Alhamdulillah dari lingkar pinggan 83 cm skr jd 71 cm. Skr fokus bikin badan berotot💪💪"",""http://www.youtube.com/channel/UC3KMm0lwm0FygtHWu-WPN7Q"",";;
"449,""Ervian Wilujeng"",""@Melly Shfitha diet puasa. Mulai makan jam 12 siang dan terakhir makan jam 6 sore. Selama nggak makan cuma minum air putih. Untuk makanannya tinggi protein hewani, banyak sayur, rendah karbo, hindari makanan dan minuman manis, bertepung dan gorengan"",""UgxZjOzQqebrlixUDsJ4AaABAg.9Ivsh8Z5xnd9vg4hdvMtQk"",""Ervian Wilujeng"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxZjOzQqebrlixUDsJ4AaABAg.9Ivsh8Z5xnd9vg4hdvMtQk"",""2023-10-10 04:47:12"",0,""@Melly Shfitha diet puasa. Mulai makan jam 12 siang dan terakhir makan jam 6 sore. Selama nggak makan cuma minum air putih. Untuk makanannya tinggi protein hewani, banyak sayur, rendah karbo, hindari makanan dan minuman manis, bertepung dan gorengan"",""http://www.youtube.com/channel/UC3KMm0lwm0FygtHWu-WPN7Q"",";;
"450,""Melly Shfitha"",""kak intermittent fasting tuh apa ya"",""UgxZjOzQqebrlixUDsJ4AaABAg.9Ivsh8Z5xnd9vfQUXIIip9"",""Ervian Wilujeng"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxZjOzQqebrlixUDsJ4AaABAg.9Ivsh8Z5xnd9vfQUXIIip9"",""2023-10-09 22:38:16"",0,""kak intermittent fasting tuh apa ya"",""http://www.youtube.com/channel/UC0BfrJcw0s9kFw5DCrZ3dJQ"",";;
"451,""Zulia Latifatul"",""Kak kalau gen keluarga aku gendut itu bisa ngak kita buat kurus"",""Ugz6ALmLv3jAKWOlShl4AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugz6ALmLv3jAKWOlShl4AaABAg"",""2021-01-24 22:23:51"",0,""Kak kalau gen keluarga aku gendut itu bisa ngak kita buat kurus"",""http://www.youtube.com/channel/UCMUSIL-s9ul8DCgA6SvoCKA"",";;
"452,""arzxn_y"",""Orang kurus mau ke gendut👍 Orang gendut mau ke kurus 👍"",""UgwzkJSy-mP3-hGOq5N4AaABAg"","""",3,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwzkJSy-mP3-hGOq5N4AaABAg"",""2021-01-21 00:17:18"",0,""Orang kurus mau ke gendut👍 Orang gendut mau ke kurus 👍"",""http://www.youtube.com/channel/UCXOxipgujWY8nX9kyRaHBmQ"",";;
"453,""Putri Kinanti"",""Kalo pake rok atau apa mesti dibilang """"hamil ya?"""""",""Ugy_oUJnWXG0uROduNB4AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugy_oUJnWXG0uROduNB4AaABAg"",""2021-01-20 13:48:32"",0,""Kalo pake rok atau apa mesti dibilang """"hamil ya?"""""",""http://www.youtube.com/channel/UCNdVodL8g0E5eX1LZ2HaKYA"",";;
"454,""Chika Amelia"",""Cara ngitung kalorinya itu pake aplikasi di hp atau gimana yaa? Ada yang tau ?"",""UgzteAXE5krer4K67qF4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzteAXE5krer4K67qF4AaABAg"",""2021-01-19 18:42:16"",3,""Cara ngitung kalorinya itu pake aplikasi di hp atau gimana yaa? Ada yang tau ?"",""http://www.youtube.com/channel/UC06glgeS24JfhUHw2OwPhPw"",";;
"455,""ʀɪᴄʜᴇsᴛ"",""@Chika Amelia banyak aplikasinya sih :v tapi rata2 make aplikasi Calori Counter atau gak ya apk Hitung kalori:D👍"",""UgzteAXE5krer4K67qF4AaABAg.9IiCz_WkzfB9J-OgWcoWJm"",""Chika Amelia"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzteAXE5krer4K67qF4AaABAg.9IiCz_WkzfB9J-OgWcoWJm"",""2021-01-26 20:10:51"",0,""@Chika Amelia banyak aplikasinya sih :v tapi rata2 make aplikasi Calori Counter atau gak ya apk Hitung kalori:D👍"",""http://www.youtube.com/channel/UC3hrORNUAKnZVAiHGNZ29HA"",";;
"456,""Chika Amelia"",""@ʀɪᴄʜᴇsᴛ nama aplikasinya apa ya kalo boleh tau ? Hehee"",""UgzteAXE5krer4K67qF4AaABAg.9IiCz_WkzfB9J-IqQF8HDC"",""Chika Amelia"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzteAXE5krer4K67qF4AaABAg.9IiCz_WkzfB9J-IqQF8HDC"",""2021-01-26 19:19:46"",0,""@ʀɪᴄʜᴇsᴛ nama aplikasinya apa ya kalo boleh tau ? Hehee"",""http://www.youtube.com/channel/UC06glgeS24JfhUHw2OwPhPw"",";;
"457,""ʀɪᴄʜᴇsᴛ"",""Ada aplikasinya :D"",""UgzteAXE5krer4K67qF4AaABAg.9IiCz_WkzfB9IlHMwz7qPv"",""Chika Amelia"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzteAXE5krer4K67qF4AaABAg.9IiCz_WkzfB9IlHMwz7qPv"",""2021-01-20 23:18:16"",0,""Ada aplikasinya :D"",""http://www.youtube.com/channel/UC3hrORNUAKnZVAiHGNZ29HA"",";;
"458,""Pingky Melaty"",""Semoga bisa lost bb ku spt kak vindy Aku sedih bgt jd korban buli terus terusan 🥺"",""Ugwcoz-jaCBIXUJMVdV4AaABAg"","""",4,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugwcoz-jaCBIXUJMVdV4AaABAg"",""2021-01-19 04:55:28"",2,""Semoga bisa lost bb ku spt kak vindy Aku sedih bgt jd korban buli terus terusan 🥺"",""http://www.youtube.com/channel/UCN0Gfa2SISNpGSJuJIxKnrw"",";;
"459,""Pingky Melaty"",""MasyaAllah terimakasih 💪💪🙏"",""Ugwcoz-jaCBIXUJMVdV4AaABAg.9IgjMq-ZanQ9NbOxpxZlkS"",""Pingky Melaty"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugwcoz-jaCBIXUJMVdV4AaABAg.9IgjMq-ZanQ9NbOxpxZlkS"",""2021-05-21 10:49:10"",0,""MasyaAllah terimakasih 💪💪🙏"",""http://www.youtube.com/channel/UCN0Gfa2SISNpGSJuJIxKnrw"",";;
"460,""Ms Sueni"",""Semangat dong diet dan olah raga nya.tunjukan pada mereka yang ngebully mbak. Mbak pasti bisa kunci nya konsisten 💪🏼💪🏼💪🏼💪🏼💪🏼💪🏼keep strong down let them take you down"",""Ugwcoz-jaCBIXUJMVdV4AaABAg.9IgjMq-ZanQ9NbORxV9_lK"",""Pingky Melaty"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugwcoz-jaCBIXUJMVdV4AaABAg.9IgjMq-ZanQ9NbORxV9_lK"",""2021-05-21 10:44:41"",0,""Semangat dong diet dan olah raga nya.tunjukan pada mereka yang ngebully mbak. Mbak pasti bisa kunci nya konsisten 💪🏼💪🏼💪🏼💪🏼💪🏼💪🏼keep strong down let them take you down"",""http://www.youtube.com/channel/UCoBS95K3KuDuMX3AsPRXrRg"",";;
"461,""Harison Abdullah"",""tq,sharing nye...jadi semangat tuk kurus...terbaik kamu...tahniah bkn mudah mahu turun berat 47 kg...luar biasa..."",""Ugz8Us2GSrI2aKle3A14AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugz8Us2GSrI2aKle3A14AaABAg"",""2021-01-14 20:01:38"",1,""tq,sharing nye...jadi semangat tuk kurus...terbaik kamu...tahniah bkn mudah mahu turun berat 47 kg...luar biasa..."",""http://www.youtube.com/channel/UCZ_JalU9RSskg-d7T7eLxvw"",";;
"462,""SKWAD Fitness"",""Sama-saam kak harison!"",""Ugz8Us2GSrI2aKle3A14AaABAg.9IWU5S-88Nv9Ie1MDTQB1N"",""Harison Abdullah"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugz8Us2GSrI2aKle3A14AaABAg.9IWU5S-88Nv9Ie1MDTQB1N"",""2021-01-18 03:43:41"",0,""Sama-saam kak harison!"",""http://www.youtube.com/channel/UCwjRtYeHwmzKBPoIMax7StQ"",";;
"463,""tory cheese"",""Aku masih ga paham caranya defisit kalori. Cara hitung makanan nya gimana???"",""UgzbI3WPfh48pTr314B4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzbI3WPfh48pTr314B4AaABAg"",""2021-01-14 09:30:53"",1,""Aku masih ga paham caranya defisit kalori. Cara hitung makanan nya gimana???"",""http://www.youtube.com/channel/UC_iT9niyOCdqbuTULDLmZug"",";;
"464,""Maulida Nayla"",""Cari aja di google TDEE kalkulator"",""UgzbI3WPfh48pTr314B4AaABAg.9IVLuf_x6K59IVUY4gGo7K"",""tory cheese"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzbI3WPfh48pTr314B4AaABAg.9IVLuf_x6K59IVUY4gGo7K"",""2021-01-14 10:46:18"",0,""Cari aja di google TDEE kalkulator"",""http://www.youtube.com/channel/UChdNO43gql33Anv0GeQPUSg"",";;
"465,""Al-MCC OFFICIAL"",""𝙱𝚋𝙱 𝚔𝚞 82 𝚃𝙱 𝚔𝚞 155 𝚙𝚎𝚗𝚐𝚎𝚗 𝚋𝚊𝚗𝚐𝚎𝚝 𝚗𝚞𝚛𝚞𝚗𝚐𝚒𝚗 𝙱𝙱 55"",""UgyDcaJaVAivAuq1Wh94AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyDcaJaVAivAuq1Wh94AaABAg"",""2021-01-13 18:40:27"",0,""𝙱𝚋𝙱 𝚔𝚞 82 𝚃𝙱 𝚔𝚞 155 𝚙𝚎𝚗𝚐𝚎𝚗 𝚋𝚊𝚗𝚐𝚎𝚝 𝚗𝚞𝚛𝚞𝚗𝚐𝚒𝚗 𝙱𝙱 55"",""http://www.youtube.com/channel/UCntMX6qebVcnzfRwm6UO-pg"",";;
"466,""devianggun T I Y"",""Kok aq terharu ya... berkaca2 hehe...😊😊"",""UgzKQKkkWX5metEXQZF4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzKQKkkWX5metEXQZF4AaABAg"",""2021-01-10 22:02:20"",0,""Kok aq terharu ya... berkaca2 hehe...😊😊"",""http://www.youtube.com/channel/UCV_Pcuief0iQd6p17M0pgyg"",";;
"467,""Nanda D Gaming Pride"",""10 Jan 2021 berat 134kg 10 may 2021 harus 104 kg. Jadi bagi yg baca komen saya di tanggal 10 may nanti, tolong di tanyakan atau spam aja di video saya. Jika jawaban saya ( saya tidak berhasil ) tolong ejek saja saya. ( Akan saya rangkum video perkembangan diet saya) jadi sekali lagi. Ejek saja saya jika saya tidak berhasil turun 30kg dalam 4 bulan.🙏"",""Ugw54CyJFguxOAkQnm94AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugw54CyJFguxOAkQnm94AaABAg"",""2021-01-10 03:37:45"",1,""10 Jan 2021 berat 134kg 10 may 2021 harus 104 kg. Jadi bagi yg baca komen saya di tanggal 10 may nanti, tolong di tanyakan atau spam aja di video saya. Jika jawaban saya ( saya tidak berhasil ) tolong ejek saja saya. ( Akan saya rangkum video perkembangan diet saya) jadi sekali lagi. Ejek saja saya jika saya tidak berhasil turun 30kg dalam 4 bulan.🙏"",""http://www.youtube.com/channel/UCxE5asdUgbNogSzHfqBDwdA"",";;
